arm,run,file,category,credit_id,credit_name,max_points,applicability,estimated_level,estimated_points,justification,questions_summary,level_guide_reference,concept_phase_actions,documentation_needed,input_tokens,output_tokens,elapsed_seconds,valid_json,truncated,success
rag,3,00_sample_project,Resource Allocation,RA3.2,Reduce Operational Water Consumption,12,Applicable,No Level,0,,QA:Insufficient Data(No information on operational water reduction strategies) | QB:Insufficient Data(No documentation of water reduction goals or targets),A + B required for Improved,Research operational water reduction strategies; Develop a plan for reducing operational water consumption,Operational water reduction research; Plan for reducing operational water consumption,17210,2632,565.6,True,False,True
rag,3,00_sample_project,Resource Allocation,RA3.3,Reduce Construction Water Consumption,10,Applicable,No Level,0,,QA:Insufficient Data(No information on construction water reduction strategies) | QB:Insufficient Data(No documentation of water reduction goals or targets),A + B required for Improved,Research construction water reduction strategies; Develop a plan for reducing construction water consumption,Construction water reduction research; Plan for reducing construction water consumption,17210,2632,565.6,True,False,True
rag,3,00_sample_project,Resource Allocation,RA3.4,Monitor Water Systems,8,Applicable,No Level,0,,QA:Insufficient Data(No information on water system monitoring strategies) | QB:Insufficient Data(No documentation of water system performance goals or targets),A + B required for Improved,Research water system monitoring strategies; Develop a plan for monitoring water systems,Water system monitoring research; Plan for monitoring water systems,17210,2632,565.6,True,False,True
zero_shot,1,00_sample_project,Climate And Resilience,CR1.1,Reduce Net Embodied Carbon,,Applicable,No Level,0,,QA:Insufficient Data(No embodied carbon assessment in PDF metadata) | QB:Insufficient Data(No calculation of primary contributors to overall embodied carbon in PDF metadat) | QC:Insufficient Data(No information on reduction of net embodied carbon in PDF metadata),"A,B,C required for Improved",Conduct embodied carbon assessment; Calculate primary contributors to overall embodied carbon,Embodied carbon assessment report; Calculation of primary contributors to overall embodied carbon,22526,2621,711.93,True,False,True
zero_shot,1,00_sample_project,Climate And Resilience,CR1.2,Reduce Greenhouse Gas Emissions,,Applicable,No Level,0,,QA:Insufficient Data(No information on reduction of greenhouse gas emissions in PDF metadata) | QB:Insufficient Data(No calculation and reporting of annual greenhouse gas emissions in PDF metadata),"A,B required for Improved",Conduct greenhouse gas emissions assessment; Calculate and report annual greenhouse gas emissions,Greenhouse gas emissions assessment report; Calculation and reporting of annual greenhouse gas emissions,22526,2621,711.93,True,False,True
zero_shot,1,00_sample_project,Climate And Resilience,CR1.3,Reduce Air Pollutant Emissions,,Applicable,No Level,0,,QA:Insufficient Data(No information on meeting minimum air quality standards in PDF metadata) | QB:Insufficient Data(No information on reduction of air pollutant emissions in PDF metadata) | QC:Insufficient Data(No information on ongoing monitoring and management of direct air pollutant emis) | QD:Insufficient Data(No assessment of materiality of volatile organic compounds in PDF metadata) | QE:Insufficient Data(No information on removal of existing air pollutant sources in PDF metadata),"A,B,C required for Enhanced",Conduct air pollutant emissions assessment; Implement strategies to reduce air pollutant emissions,Air pollutant emissions assessment report; Implementation plan for reducing air pollutant emissions,22526,2621,711.93,True,False,True
zero_shot,1,00_sample_project,Climate And Resilience,CR2.1,Avoid Unsuitable Development,,Applicable,No Level,0,,QA:Insufficient Data(No information on identification of potential siting hazards in PDF metadata) | QB:Insufficient Data(No information on consideration of siting and project alternatives in PDF metada) | QC:Insufficient Data(No information on implementation of strategies to mitigate site hazards in PDF m) | QD:Insufficient Data(No information on chosen project and site resulting in lowest exposure to site h) | QE:Insufficient Data(No information on intentional avoidance of known site hazards in PDF metadata) | QF:Insufficient Data(No information on removal or modification of structures subject to frequent dama),A+B required for Improved,Conduct siting hazard assessment; Consider alternative sites and projects,Siting hazard assessment report; Alternative site and project evaluation,22526,2621,711.93,True,False,True
zero_shot,1,00_sample_project,Climate And Resilience,CR2.2,Assess Climate Change Vulnerability,,Applicable,No Level,0,,QA:Insufficient Data(No information on determination of climate change threats in PDF metadata) | QB:Insufficient Data(No information on determination of vulnerability to climate change threats in PD) | QC:Insufficient Data(No information on determination of infrastructure system vulnerability to climat) | QD:Insufficient Data(No information on determination of community vulnerability to climate change thr) | QE:Insufficient Data(No information on sharing of climate threat findings in PDF metadata),A+B required for Improved,Conduct climate change vulnerability assessment; Determine infrastructure system and community vulnerability,Climate change vulnerability assessment report; Infrastructure system and community vulnerability evaluation,22526,2621,711.93,True,False,True
zero_shot,1,00_sample_project,Climate And Resilience,CR2.3,Evaluate Risk and Resilience,,Applicable,No Level,0,,QA:Insufficient Data(No information on risk assessment in PDF metadata) | QB:Insufficient Data(No information on identification of critical functions and dependencies in PDF m) | QC:Insufficient Data(No information on identification of threats or hazards in PDF metadata) | QD:Insufficient Data(No information on identification of vulnerabilities in PDF metadata) | QE:Insufficient Data(No information on evaluation of risks in PDF metadata) | QF:Insufficient Data(No information on participation of owner and stakeholders in risk evaluation in ),A+B+C+D+E required for Superior,Conduct risk assessment; Identify critical functions and dependencies,Risk assessment report; Critical function and dependency evaluation,22526,2621,711.93,True,False,True
zero_shot,1,00_sample_project,Climate And Resilience,CR2.4,Establish Resilience Goals and Strategies,,Applicable,No Level,0,,QA:Insufficient Data(No information on identification of project performance goals in PDF metadata) | QB:Insufficient Data(No information on development of risk management strategies in PDF metadata) | QC:Insufficient Data(No information on engagement of key stakeholders in resilience goals in PDF meta) | QD:Insufficient Data(No information on incorporation of project into larger community resilience goal),A+B required for Enhanced,Identify project performance goals; Develop risk management strategies,Project performance goal identification report; Risk management strategy development,22526,2621,711.93,True,False,True
zero_shot,1,00_sample_project,Climate And Resilience,CR2.5,Maximize Resilience,,Applicable,No Level,0,,QA:Insufficient Data(No information on development of resilience goals and strategies in PDF metadata) | QB:Insufficient Data(No information on implementation of resilience strategies in PDF metadata) | QC:Insufficient Data(No information on monitoring and review of resilience strategy effectiveness in ) | QD:Insufficient Data(No information on incorporation of resilience goals and strategies into ongoing ) | QE:Insufficient Data(No information on measurement or quantification of resilience performance target),A+B+C+D+E required for Conserving,Develop resilience goals and strategies; Implement resilience strategies,Resilience goal and strategy development report; Resilience strategy implementation plan,22526,2621,711.93,True,False,True
zero_shot,1,00_sample_project,Climate And Resilience,CR2.6,Improve Infrastructure Integration,,Applicable,No Level,0,,QA:Insufficient Data(No information on increase of internal systems integration in PDF metadata) | QB:Insufficient Data(No information on reduction of risk of systemic or cascading failures in PDF met) | QC:Insufficient Data(No information on increase of external systems integration in PDF metadata) | QD:Insufficient Data(No information on integration of infrastructure networks in PDF metadata) | QE:Insufficient Data(No information on integration of data or monitoring systems in PDF metadata),A required for Improved,Increase internal systems integration; Reduce risk of systemic or cascading failures,Internal systems integration report; Systemic or cascading failure risk reduction plan,22526,2621,711.93,True,False,True
zero_shot,1,00_sample_project,Leadership,LD1.1,Provide Effective Leadership and Commitment,,Applicable,Not Assessed,0,,QA:Insufficient Data(No written commitments found in the PDF metadata) | QB:Insufficient Data(No sustainability management policy mentioned in the PDF metadata) | QC:Insufficient Data(No information on periodic revisiting of project sustainability commitments foun) | QD:Insufficient Data(No organizational commitments to sustainability mentioned in the PDF metadata),A + B + C + D required for Conserving,"Develop written commitments to address social, environmental, and economic aspects; Establish a sustainability management policy",Written commitments document; Sustainability management policy document,24260,3648,985.86,True,False,True
zero_shot,1,00_sample_project,Leadership,LD1.2,Foster Collaboration and Teamwork,,Applicable,Not Assessed,0,,"QA:Insufficient Data(No interdisciplinary collaborative kickoff meeting mentioned in the PDF metadata) | QB:Insufficient Data(No information on project sustainability performance enhancements found in the P) | QC:Insufficient Data(No regular interdisciplinary and collaborative meetings mentioned in the PDF met) | QD:Insufficient Data(No inclusion of construction, operations, or maintenance stakeholders mentioned )",A + B + C + D required for Conserving,Conduct an interdisciplinary collaborative kickoff meeting; Establish regular interdisciplinary and collaborative meetings,Meeting minutes document; Collaboration plan document,24260,3648,985.86,True,False,True
zero_shot,1,00_sample_project,Leadership,LD1.3,Provide for Stakeholder Involvement,,Applicable,Not Assessed,0,,QA:Insufficient Data(No stakeholder mapping exercise mentioned in the PDF metadata) | QB:Insufficient Data(No proactive stakeholder engagement process mentioned in the PDF metadata) | QC:Insufficient Data(No lead member of the project team involved with stakeholder groups mentioned in) | QD:Insufficient Data(No stakeholder engagement feedback incorporated into project plans mentioned in ) | QE:Insufficient Data(No stakeholder satisfaction with the engagement process mentioned in the PDF met) | QF:No(No mention of stakeholder partnership in the PDF metadata),A + B + C + D + E required for Restorative,Conduct a stakeholder mapping exercise; Establish a proactive stakeholder engagement process,Stakeholder mapping document; Stakeholder engagement plan document,24260,3648,985.86,True,False,True
zero_shot,1,00_sample_project,Leadership,LD1.4,Pursue Byproduct Synergies,,Applicable,Not Assessed,0,,QA:Insufficient Data(No assessment of excess resources or capacity mentioned in the PDF metadata) | QB:Insufficient Data(No identification of opportunities for byproduct synergies mentioned in the PDF ) | QC:Insufficient Data(No active pursuit of a byproduct synergy mentioned in the PDF metadata) | QD:Insufficient Data(No inclusion of a byproduct synergy in the project mentioned in the PDF metadata) | QE:Insufficient Data(No circular economy approach mentioned in the PDF metadata),A + B + C + D required for Conserving,Assess excess resources or capacity; Identify opportunities for byproduct synergies,Byproduct synergy assessment document; Byproduct synergy plan document,24260,3648,985.86,True,False,True
zero_shot,1,00_sample_project,Leadership,LD2.1,Establish a Sustainability Management Plan,,Applicable,Not Assessed,0,,QA:Insufficient Data(No roles and responsibilities for addressing sustainability mentioned in the PDF) | QB:Insufficient Data(No sustainability management plan mentioned in the PDF metadata) | QC:Insufficient Data(No sufficient processes and management controls mentioned in the PDF metadata) | QD:Insufficient Data(No implementation and periodic revisiting of the sustainability management plan ) | QE:Insufficient Data(No adaptability and flexibility of the sustainability management plan mentioned ),A + B + C + D + E required for Conserving,Assign roles and responsibilities for addressing sustainability; Develop a sustainability management plan,Sustainability management plan document; Roles and responsibilities document,24260,3648,985.86,True,False,True
zero_shot,1,00_sample_project,Leadership,LD2.2,Plan for Sustainable Communities,,Applicable,Not Assessed,0,,QA:Insufficient Data(No consideration of sustainability during project selection/identification menti) | QB:Insufficient Data(No alternative analyses conducted on sustainability performance mentioned in the) | QC:Insufficient Data(No assessment of project impacts to broader long-term community or regional sust) | QD:Insufficient Data(No comprehensive sustainable development plan mentioned in the PDF metadata) | QE:Insufficient Data(No addressing of an inherently unsustainable condition within the community or r),A + B + C + D + E required for Restorative,Consider sustainability during project selection/identification; Conduct alternative analyses on sustainability performance,Sustainability consideration document; Alternative analysis report,24260,3648,985.86,True,False,True
zero_shot,1,00_sample_project,Leadership,LD2.3,Plan for Long-Term Monitoring and Maintenance,,Applicable,Not Assessed,0,,QA:Insufficient Data(No consideration of reducing ongoing operational impacts mentioned in the PDF me) | QB:Insufficient Data(No clear and comprehensive plan for long-term monitoring and maintenance mention) | QC:Insufficient Data(No communication of the monitoring and maintenance plan with operations and main) | QD:Insufficient Data(No sufficient resources allocated for long-term monitoring and maintenance menti) | QE:Insufficient Data(No plan to re-evaluate and modify the maintenance plan based on monitored data m),A + B + C + D + E required for Conserving,Consider reducing ongoing operational impacts; Develop a plan for long-term monitoring and maintenance,Monitoring and maintenance plan document; Resource allocation document,24260,3648,985.86,True,False,True
zero_shot,1,00_sample_project,Leadership,LD2.4,Plan for End-of-Life,,Applicable,Not Assessed,0,,"QA:Insufficient Data(No end-of-life plan mentioned in the PDF metadata) | QB:Insufficient Data(No evaluation of opportunities to extend the project's useful life or beneficial) | QC:Insufficient Data(No assessment of potential social, environmental, and economic end-of-life impac) | QD:Insufficient Data(No evaluation of the costs and salvage value of the project's deconstruction, de) | QE:Insufficient Data(No proactive engagement of stakeholders in end-of-life planning mentioned in the)",A + B + C + D + E required for Conserving,Develop an end-of-life plan; Evaluate opportunities to extend the project's useful life or beneficially repurpose the project after end-of-life,End-of-life plan document; Opportunity evaluation report,24260,3648,985.86,True,False,True
zero_shot,1,00_sample_project,Leadership,LD3.1,Stimulate Economic Prosperity and Development,,Applicable,Not Assessed,0,,"QA:Insufficient Data(No creation of new jobs during design, construction, and operation mentioned in ) | QB:Insufficient Data(No provision of new operating capacity for business, industry, or the public men) | QC:Insufficient Data(No additional access, increase in the number of choices, and/or increase in the ) | QD:Insufficient Data(No improvement of community attractiveness for business, industry, or the public) | QE:Insufficient Data(No stimulation of economic prosperity and further economic development mentioned)",A + B + C + D + E required for Conserving,"Create new jobs during design, construction, and operation; Provide new operating capacity for business, industry, or the public",Job creation plan document; Operating capacity report,24260,3648,985.86,True,False,True
zero_shot,1,00_sample_project,Leadership,LD3.2,Develop Local Skills and Capabilities,,Applicable,Not Assessed,0,,"QA:Insufficient Data(No inclusion of training programs for local skill development mentioned in the P) | QB:Insufficient Data(No identification of skill or capability gaps in the local workforce mentioned i) | QC:Insufficient Data(No continuation of training, education, or skill development programs after proj) | QD:Insufficient Data(No targeting of training and skill development programs to economically depresse)",A + B + C + D required for Restorative,Include training programs for local skill development; Identify skill or capability gaps in the local workforce,Training program document; Skill gap analysis report,24260,3648,985.86,True,False,True
zero_shot,1,00_sample_project,Leadership,LD3.3,Conduct a Life-Cycle Economic Evaluation,,Applicable,Not Assessed,0,,"QA:Insufficient Data(No life-cycle cost analysis mentioned in the PDF metadata) | QB:Insufficient Data(No use of life-cycle cost analyses to compare alternatives mentioned in the PDF ) | QC:Insufficient Data(No mapping of social, environmental, and financial costs and benefits mentioned ) | QD:Insufficient Data(No cost-benefit analysis mentioned in the PDF metadata) | QE:Insufficient Data(No use of cost-benefit analyses to compare alternatives mentioned in the PDF met)",A + C + D + E required for Restorative,Conduct a life-cycle cost analysis; Use life-cycle cost analyses to compare alternatives,Life-cycle cost analysis report; Alternative comparison report,24260,3648,985.86,True,False,True
zero_shot,1,00_sample_project,Natural World,,,,,,,,,,,,28099,3901,1132.47,False,True,True
zero_shot,1,00_sample_project,Quality Of Life,,,,,,,,,,,,27044,4000,1135.06,False,True,True
zero_shot,1,00_sample_project,Resource Allocation,RA1.1,Support Sustainable Procurement Practices,,Applicable,,,The project includes the use or consumption of physical materials in construction or operation.,QA:Insufficient Data(No sustainable procurement policy or program mentioned in the PDF metadata) | QB:Insufficient Data(No information on the extent of materials meeting sustainable procurement policy),,Develop a sustainable procurement policy or program; Conduct a material takeoff or bill of quantities,Sustainable procurement policy or program document; Material takeoffs or bills of quantities,26530,2605,744.64,True,False,True
zero_shot,1,00_sample_project,Resource Allocation,RA1.2,Use Recycled Materials,,Applicable,,,The project includes the use or consumption of physical materials in construction or operation.,QA:Insufficient Data(No information on the use of recycled materials),,Specify recycled materials in the design; Conduct a material takeoff or bill of quantities,Material takeoffs or bills of quantities; Recycled material specifications,26530,2605,744.64,True,False,True
zero_shot,1,00_sample_project,Resource Allocation,RA1.3,Reduce Operational Waste,,Applicable,,,The project produces operational waste.,QA:Insufficient Data(No waste management plan mentioned in the PDF metadata) | QB:Insufficient Data(No information on the extent of operational waste reduction),,Develop a waste management plan; Investigate operational waste reduction strategies,Waste management plan; Operational waste reduction strategies,26530,2605,744.64,True,False,True
zero_shot,1,00_sample_project,Resource Allocation,RA1.4,Reduce Construction Waste,,Applicable,,,The project produces construction waste.,QA:Insufficient Data(No comprehensive waste management plan mentioned in the PDF metadata) | QB:Insufficient Data(No information on the extent of construction waste reduction),,Develop a comprehensive waste management plan; Investigate construction waste reduction strategies,Comprehensive waste management plan; Construction waste reduction strategies,26530,2605,744.64,True,False,True
zero_shot,1,00_sample_project,Resource Allocation,RA1.5,Balance Earthwork On Site,,Applicable,,,The project involves the excavation of qualifying earthwork.,QA:Insufficient Data(No information on earthwork balancing),,Develop an earthwork balancing plan; Conduct cut and fill calculations,Earthwork balancing plan; Cut and fill calculations,26530,2605,744.64,True,False,True
zero_shot,1,00_sample_project,Resource Allocation,RA2.1,Reduce Operational Energy Consumption,,Applicable,,,The project consumes energy during operation.,QA:Insufficient Data(No estimated annual energy consumption mentioned in the PDF metadata) | QB:Insufficient Data(No information on operational energy reduction),,Estimate annual energy consumption; Investigate operational energy reduction strategies,Energy consumption estimates; Operational energy reduction strategies,26530,2605,744.64,True,False,True
zero_shot,1,00_sample_project,Resource Allocation,RA2.2,Reduce Construction Energy Consumption,,Applicable,,,The project consumes energy during construction.,QA:Insufficient Data(No planning reviews for construction energy reduction mentioned in the PDF metad) | QB:Insufficient Data(No information on construction energy reduction strategies),,Develop a construction energy reduction plan; Investigate energy-efficient construction strategies,Construction energy reduction plan; Energy-efficient construction strategies,26530,2605,744.64,True,False,True
zero_shot,1,00_sample_project,Resource Allocation,RA2.3,Use Renewable Energy,,Applicable,,,The project consumes energy during operation.,QA:Insufficient Data(No information on renewable energy use),,Investigate renewable energy options; Estimate energy production,Renewable energy system design; Energy production estimates,26530,2605,744.64,True,False,True
zero_shot,1,00_sample_project,Resource Allocation,RA2.4,Commission and Monitor Energy Systems,,Applicable,,,The project consumes energy during operation.,QA:Insufficient Data(No advanced integrated monitoring systems mentioned in the PDF metadata) | QB:Insufficient Data(No information on commissioning or monitoring plans) | QC:Insufficient Data(No plan for ongoing commissioning mentioned in the PDF metadata),,Design monitoring systems; Develop a commissioning plan; Schedule ongoing commissioning,Monitoring system design; Commissioning plan; Ongoing commissioning schedule,26530,2605,744.64,True,False,True
zero_shot,1,00_sample_project,Resource Allocation,RA3.1,Preserve Water Resources,,Applicable,,,The project consumes water or impacts receiving waters.,QA:Insufficient Data(No watershed assessment mentioned in the PDF metadata) | QB:Insufficient Data(No estimated water usage or wastewater generation mentioned in the PDF metadata) | QC:Insufficient Data(No features to minimize negative impacts on water resources mentioned in the PDF) | QD:Insufficient Data(No net-zero impact on water quantity and availability mentioned in the PDF metad) | QE:Insufficient Data(No watershed-level or regional plan mentioned in the PDF metadata) | QF:Insufficient Data(No direct net-positive improvement to the watershed mentioned in the PDF metadat),,Conduct a watershed assessment; Estimate water usage and wastewater generation; Investigate water conservation strategies,Watershed assessment report; Water usage and wastewater generation estimates; Water conservation strategies,26530,2605,744.64,True,False,True
zero_shot,1,00_sample_project,Resource Allocation,RA3.2,Reduce Operational Water Consumption,,Applicable,,,The project consumes water during operation.,QA:Insufficient Data(No planning and design reviews for potable water reduction mentioned in the PDF ) | QB:Insufficient Data(No information on potable water reduction) | QC:Insufficient Data(No information on overall water use reduction) | QD:Insufficient Data(No net-positive impact on water use mentioned in the PDF metadata),,Estimate water consumption; Investigate potable water reduction strategies; Investigate overall water use reduction strategies,Water consumption estimates; Potable water reduction strategies; Overall water use reduction strategies,26530,2605,744.64,True,False,True
zero_shot,1,00_sample_project,Resource Allocation,RA3.3,Reduce Construction Water Consumption,,Applicable,,,The project consumes water during construction.,QA:Insufficient Data(No planning reviews for construction water reduction mentioned in the PDF metada) | QB:Insufficient Data(No information on construction water conservation strategies),,Estimate construction water consumption; Investigate water conservation strategies,Construction water consumption estimates; Water conservation strategies,26530,2605,744.64,True,False,True
zero_shot,1,00_sample_project,Resource Allocation,RA3.4,Monitor Water Systems,,Applicable,,,The project consumes water or conveys large quantities of water.,QA:Insufficient Data(No advanced integrated monitoring systems mentioned in the PDF metadata) | QB:Insufficient Data(No real-time water monitoring mentioned in the PDF metadata),,Design monitoring systems; Develop a real-time water monitoring plan,Monitoring system design; Real-time water monitoring plan,26530,2605,744.64,True,False,True
zero_shot,2,00_sample_project,Climate And Resilience,CR1.1,Reduce Net Embodied Carbon,,Applicable,No Level,0,,QA:Insufficient Data(No embodied carbon assessment in PDF metadata) | QB:Insufficient Data(No calculation of primary contributors to overall embodied carbon in PDF metadat) | QC:Insufficient Data(No information on reduction of net embodied carbon in PDF metadata),A + B + C required for Improved,Conduct embodied carbon assessment; Calculate primary contributors to overall embodied carbon,Embodied carbon assessment report; Calculation of primary contributors to overall embodied carbon,22526,2622,684.74,True,False,True
zero_shot,2,00_sample_project,Climate And Resilience,CR1.2,Reduce Greenhouse Gas Emissions,,Applicable,No Level,0,,QA:Insufficient Data(No information on reduction of greenhouse gas emissions in PDF metadata) | QB:Insufficient Data(No calculation and reporting of annual greenhouse gas emissions in PDF metadata),A + B required for Improved,Conduct greenhouse gas emissions assessment; Calculate and report annual greenhouse gas emissions,Greenhouse gas emissions assessment report; Calculation and reporting of annual greenhouse gas emissions,22526,2622,684.74,True,False,True
zero_shot,2,00_sample_project,Climate And Resilience,CR1.3,Reduce Air Pollutant Emissions,,Applicable,No Level,0,,QA:Insufficient Data(No information on meeting minimum air quality standards in PDF metadata) | QB:Insufficient Data(No information on reduction of air pollutant emissions in PDF metadata) | QC:Insufficient Data(No information on ongoing monitoring and management of direct air pollutant emis) | QD:Insufficient Data(No assessment of materiality of volatile organic compounds in PDF metadata) | QE:Insufficient Data(No information on removal of existing air pollutant sources in PDF metadata),A + B required for Improved,Conduct air pollutant emissions assessment; Implement strategies to reduce air pollutant emissions,Air pollutant emissions assessment report; Implementation plan for reducing air pollutant emissions,22526,2622,684.74,True,False,True
zero_shot,2,00_sample_project,Climate And Resilience,CR2.1,Avoid Unsuitable Development,,Applicable,No Level,0,,QA:Insufficient Data(No information on identification of potential siting hazards in PDF metadata) | QB:Insufficient Data(No information on consideration of siting and project alternatives in PDF metada) | QC:Insufficient Data(No information on implementation of strategies to mitigate site hazards in PDF m) | QD:Insufficient Data(No information on chosen project and site resulting in lowest exposure to site h) | QE:Insufficient Data(No information on intentional avoidance of known site hazards in PDF metadata) | QF:Insufficient Data(No information on removal or modification of structures subject to frequent dama),A + B required for Improved,Conduct siting hazard assessment; Consider alternative sites and projects,Siting hazard assessment report; Alternative site and project evaluation,22526,2622,684.74,True,False,True
zero_shot,2,00_sample_project,Climate And Resilience,CR2.2,Assess Climate Change Vulnerability,,Applicable,No Level,0,,QA:Insufficient Data(No information on determination of climate change threats in PDF metadata) | QB:Insufficient Data(No information on determination of vulnerability to climate change threats in PD) | QC:Insufficient Data(No information on determination of infrastructure system vulnerability to climat) | QD:Insufficient Data(No information on determination of community vulnerability to climate change thr) | QE:Insufficient Data(No information on sharing of climate threat findings in PDF metadata),A + B required for Improved,Conduct climate change vulnerability assessment; Determine vulnerability to climate change threats,Climate change vulnerability assessment report; Vulnerability determination,22526,2622,684.74,True,False,True
zero_shot,2,00_sample_project,Climate And Resilience,CR2.3,Evaluate Risk and Resilience,,Applicable,No Level,0,,QA:Insufficient Data(No information on risk assessment in PDF metadata) | QB:Insufficient Data(No information on identification of critical functions and dependencies in PDF m) | QC:Insufficient Data(No information on identification of threats or hazards in PDF metadata) | QD:Insufficient Data(No information on identification of vulnerabilities in PDF metadata) | QE:Insufficient Data(No information on evaluation of risks in PDF metadata) | QF:Insufficient Data(No information on participation of owner and stakeholders in risk evaluation in ),A + B + C + D + E required for Conserving,Conduct risk assessment; Identify critical functions and dependencies,Risk assessment report; Identification of critical functions and dependencies,22526,2622,684.74,True,False,True
zero_shot,2,00_sample_project,Climate And Resilience,CR2.4,Establish Resilience Goals and Strategies,,Applicable,No Level,0,,QA:Insufficient Data(No information on identification of project performance goals in PDF metadata) | QB:Insufficient Data(No information on development of risk management strategies in PDF metadata) | QC:Insufficient Data(No information on engagement of key stakeholders in PDF metadata) | QD:Insufficient Data(No information on support for larger community resilience or climate change adap),A + B required for Enhanced,Identify project performance goals; Develop risk management strategies,Project performance goals report; Risk management strategies,22526,2622,684.74,True,False,True
zero_shot,2,00_sample_project,Climate And Resilience,CR2.5,Maximize Resilience,,Applicable,No Level,0,,QA:Insufficient Data(No information on development of resilience goals and strategies in PDF metadata) | QB:Insufficient Data(No information on implementation of resilience strategies in PDF metadata) | QC:Insufficient Data(No information on monitoring and review of resilience strategies in PDF metadata) | QD:Insufficient Data(No information on incorporation of resilience goals and strategies into operatio) | QE:Insufficient Data(No information on measurement or quantification of resilience performance target),A + B + C + D + E required for Conserving,Develop resilience goals and strategies; Implement resilience strategies,Resilience goals and strategies report; Implementation plan for resilience strategies,22526,2622,684.74,True,False,True
zero_shot,2,00_sample_project,Climate And Resilience,CR2.6,Improve Infrastructure Integration,,Applicable,No Level,0,,QA:Insufficient Data(No information on increase of internal systems integration in PDF metadata) | QB:Insufficient Data(No information on reduction of risk of systemic or cascading failures in PDF met) | QC:Insufficient Data(No information on increase of external systems integration in PDF metadata) | QD:Insufficient Data(No information on integration of infrastructure networks in PDF metadata) | QE:Insufficient Data(No information on integration of data or monitoring systems in PDF metadata),A required for Improved,Increase internal systems integration; Reduce risk of systemic or cascading failures,Internal systems integration report; Risk reduction plan,22526,2622,684.74,True,False,True
zero_shot,2,00_sample_project,Leadership,LD1.1,Provide Effective Leadership and Commitment,,Applicable,Improved,2,,QA:Insufficient Data(No written commitments found in the PDF metadata) | QB:Insufficient Data(No sustainability management policy mentioned in the PDF metadata) | QC:Insufficient Data(No information on periodic revisiting of project sustainability commitments foun) | QD:Insufficient Data(No organizational commitments to sustainability mentioned in the PDF metadata),A required for Improved,"Develop written commitments to address social, environmental, and economic aspects; Establish a sustainability management policy",Written commitments document; Sustainability management policy document,24260,3614,972.32,True,False,True
zero_shot,2,00_sample_project,Leadership,LD1.2,Foster Collaboration and Teamwork,,Applicable,Improved,2,,"QA:Insufficient Data(No interdisciplinary collaborative kickoff meeting mentioned in the PDF metadata) | QB:Insufficient Data(No information on enhancement of project sustainability performance through coll) | QC:Insufficient Data(No regular interdisciplinary and collaborative meetings mentioned in the PDF met) | QD:Insufficient Data(No inclusion of construction, operations, or maintenance stakeholders mentioned )",A required for Improved,Hold an interdisciplinary collaborative kickoff meeting; Establish regular collaborative meetings,Collaborative meeting minutes; Stakeholder engagement plan,24260,3614,972.32,True,False,True
zero_shot,2,00_sample_project,Leadership,LD1.3,Provide for Stakeholder Involvement,,Applicable,Improved,3,,QA:Insufficient Data(No stakeholder mapping exercise mentioned in the PDF metadata) | QB:Insufficient Data(No proactive stakeholder engagement process mentioned in the PDF metadata) | QC:Insufficient Data(No lead member of the project team involved with stakeholder groups mentioned in) | QD:Insufficient Data(No incorporation of stakeholder engagement feedback into project plans mentioned) | QE:Insufficient Data(No seeking of feedback from stakeholders on their satisfaction with the engageme) | QF:No(No mention of stakeholder partnership in the PDF metadata),"A, B required for Improved",Conduct a stakeholder mapping exercise; Establish a proactive stakeholder engagement process,Stakeholder mapping report; Stakeholder engagement plan,24260,3614,972.32,True,False,True
zero_shot,2,00_sample_project,Leadership,LD1.4,Pursue Byproduct Synergies,,Applicable,Improved,3,,QA:Insufficient Data(No assessment of availability of excess resources or capacity mentioned in the P) | QB:Insufficient Data(No identification of opportunities for byproduct synergies mentioned in the PDF ) | QC:Insufficient Data(No active pursuit of a byproduct synergy mentioned in the PDF metadata) | QD:Insufficient Data(No inclusion of a byproduct synergy in the project mentioned in the PDF metadata) | QE:Insufficient Data(No information on being part of a circular economy mentioned in the PDF metadata),"A, B required for Improved",Assess availability of excess resources or capacity; Identify opportunities for byproduct synergies,Byproduct synergy assessment report; Byproduct synergy implementation plan,24260,3614,972.32,True,False,True
zero_shot,2,00_sample_project,Leadership,LD2.1,Establish a Sustainability Management Plan,,Applicable,Improved,4,,"QA:Insufficient Data(No roles and responsibilities for addressing sustainability assigned mentioned i) | QB:Insufficient Data(No sustainability management plan developed mentioned in the PDF metadata) | QC:Insufficient Data(No sufficient processes and management controls to address sustainability goals ) | QD:Insufficient Data(No implementation and periodic revisiting of the sustainability management plan ) | QE:Insufficient Data(No adaptability, flexibility, and resilience of the sustainability management pl)","A, B required for Improved",Assign roles and responsibilities for addressing sustainability; Develop a sustainability management plan,Sustainability management plan document; Roles and responsibilities assignment document,24260,3614,972.32,True,False,True
